NAME,PCODE,Date,선발,타수,득점,안타,2타,3타,홈런,루타,타점,도루,도실,볼넷,사구,고4,삼진,병살,희타,희비,투구,barrel,타율,LG,KIA,KT,키움,두산,한화,NC,롯데,삼성,SSG,홈경기수,원정경기수,장타,출루,OPS
조용호,64868,2019-06-28,16,62,7,18,3,1,0,23,6,1,1,8,0,0,8,0,2,0,265,3.0,0.2903225806451613,0.0,3.0,0.0,1.0,3.0,3.0,3.0,0.0,3.0,0.0,7.0,9.0,0.3170731707317073,0.3829787234042553,0.7000518941359626
조용호,64868,2019-07-22,11,41,1,12,1,0,0,13,1,1,1,6,0,0,9,0,0,0,215,2.0,0.2926829268292683,2.0,0.0,0.0,2.0,2.0,5.0,0.0,2.0,0.0,2.0,7.0,8.0,0.1,0.35714285714285715,0.4571428571428572
조용호,64868,2020-05-05,10,47,13,23,4,0,0,27,9,1,0,8,1,0,2,0,1,1,262,1.0,0.4893617021276596,3.0,3.0,0.0,0.0,2.0,3.0,3.0,1.0,3.0,0.0,10.0,8.0,0.24285714285714285,0.325,0.5678571428571428
조용호,64868,2020-05-29,19,70,14,16,1,0,0,17,3,3,0,10,0,0,15,4,0,0,344,1.0,0.22857142857142854,0.0,3.0,0.0,3.0,3.0,0.0,0.0,6.0,2.0,3.0,9.0,11.0,0.33962264150943394,0.4032258064516129,0.7428484479610469
조용호,64868,2020-06-22,11,53,10,16,2,0,0,18,3,2,0,9,0,0,11,0,0,0,315,0.0,0.3018867924528302,3.0,3.0,3.0,3.0,0.0,5.0,3.0,0.0,1.0,0.0,9.0,9.0,0.3684210526315789,0.4186046511627907,0.7870257037943696
조용호,64868,2020-07-16,11,38,6,13,1,0,0,14,1,2,2,4,1,0,13,0,0,0,202,0.0,0.34210526315789475,1.0,1.0,1.0,3.0,0.0,1.0,4.0,0.0,0.0,2.0,7.0,5.0,0.2962962962962963,0.3492063492063492,0.6455026455026455
조용호,64868,2020-08-09,14,54,6,13,3,0,0,16,3,0,0,9,0,0,13,1,0,0,284,1.0,0.24074074074074076,2.0,2.0,2.0,2.0,3.0,3.0,0.0,1.0,2.0,3.0,6.0,12.0,0.3018867924528302,0.3709677419354839,0.6728545343883141
조용호,64868,2020-09-02,16,53,8,14,2,0,0,16,3,2,1,9,0,0,14,1,0,0,268,2.0,0.2641509433962264,0.0,2.0,0.0,1.0,4.0,2.0,1.0,2.0,2.0,4.0,11.0,7.0,0.2698412698412698,0.35135135135135137,0.6211926211926212
조용호,64868,2020-09-26,16,63,9,16,1,0,0,17,6,2,0,10,0,1,11,0,2,1,316,7.0,0.25396825396825395,6.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,2.0,3.0,12.0,8.0,0.4,0.4,0.8
조용호,64868,2020-10-20,11,45,7,15,3,0,0,18,4,0,1,5,0,0,7,0,2,0,229,2.0,0.3333333333333333,1.0,2.0,2.0,0.0,4.0,2.0,0.0,1.0,1.0,0.0,5.0,6.0,0.3333333333333333,0.5,0.8333333333333333
조용호,64868,2021-04-18,15,55,14,13,2,0,0,15,7,1,2,19,0,0,8,2,2,0,322,2.0,0.2363636363636364,0.0,3.0,0.0,3.0,0.0,0.0,6.0,3.0,1.0,2.0,11.0,7.0,0.3888888888888889,0.4545454545454545,0.8434343434343434
조용호,64868,2021-05-12,14,54,12,18,3,0,0,21,5,1,1,11,1,0,7,0,0,0,273,1.0,0.3333333333333333,2.0,3.0,3.0,0.0,2.0,3.0,0.0,3.0,2.0,2.0,7.0,10.0,0.2380952380952381,0.3246753246753247,0.5627705627705628
조용호,64868,2021-06-05,17,63,12,12,3,0,0,15,6,4,2,13,0,0,13,1,0,1,343,2.0,0.19047619047619047,0.0,3.0,0.0,0.0,4.0,6.0,2.0,2.0,0.0,2.0,12.0,7.0,0.20689655172413796,0.3235294117647059,0.5304259634888439
조한민,69705,2021-06-05,13,46,7,9,4,0,3,22,8,1,0,2,1,0,23,0,0,1,204,9.0,0.1956521739130435,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,3.0,3.0,9.0,7.0,0.3181818181818182,0.3703703703703704,0.6885521885521886
주효상,66354,2018-06-05,11,32,3,10,1,0,0,11,8,0,1,4,0,0,9,1,0,0,145,1.0,0.3125,0.0,3.0,0.0,0.0,5.0,2.0,0.0,2.0,2.0,0.0,10.0,7.0,0.2272727272727273,0.28,0.5072727272727273
지석훈,73306,2019-03-23,15,62,9,15,4,0,1,22,6,0,1,2,3,1,16,3,0,0,238,6.0,0.2419354838709677,0.0,2.0,5.0,2.0,3.0,3.0,0.0,3.0,2.0,0.0,10.0,8.0,0.05555555555555555,0.18181818181818185,0.23737373737373735
지성준,64717,2018-04-17,9,34,0,8,1,0,0,9,3,0,0,0,0,0,7,2,0,0,110,0.0,0.2352941176470588,2.0,2.0,2.0,4.0,2.0,0.0,0.0,1.0,2.0,0.0,5.0,8.0,0.2333333333333333,0.3055555555555556,0.538888888888889
지성준,64717,2018-05-11,7,30,1,6,1,0,0,7,3,0,0,5,0,0,4,1,0,1,144,2.0,0.2,2.0,0.0,1.0,0.0,2.0,0.0,4.0,1.0,0.0,3.0,7.0,6.0,0.29411764705882354,0.3142857142857143,0.6084033613445379
지성준,64717,2018-06-04,7,34,4,10,0,0,0,10,2,0,0,1,0,0,9,1,0,0,137,2.0,0.29411764705882354,5.0,0.0,0.0,1.0,3.0,0.0,2.0,0.0,1.0,1.0,7.0,6.0,0.5555555555555556,0.25,0.8055555555555556
지시완,64171,2021-05-12,13,46,5,11,0,0,2,17,5,0,0,1,0,0,13,1,0,0,180,4.0,0.2391304347826087,2.0,0.0,1.0,3.0,2.0,2.0,2.0,0.0,0.0,2.0,7.0,7.0,0.40540540540540543,0.3409090909090909,0.7463144963144963
지시완,64171,2021-06-05,12,37,10,8,4,0,1,15,4,0,0,6,1,0,10,3,0,0,186,3.0,0.21621621621621626,0.0,1.0,0.0,0.0,3.0,4.0,3.0,0.0,2.0,0.0,8.0,6.0,0.3333333333333333,0.3157894736842105,0.6491228070175439
채은성,79192,2018-03-24,16,63,9,17,3,0,1,23,5,0,0,3,0,0,9,2,0,1,251,3.0,0.2698412698412698,0.0,3.0,3.0,3.0,2.0,0.0,2.0,3.0,0.0,2.0,8.0,10.0,0.6296296296296297,0.372093023255814,1.0017226528854437
채은성,79192,2018-04-17,20,81,15,28,8,0,5,51,24,2,0,3,1,0,12,2,0,1,315,14.0,0.34567901234567894,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,12.0,9.0,0.5875,0.4222222222222222,1.0097222222222222
채은성,79192,2018-05-11,20,80,13,29,7,1,3,47,17,0,0,7,2,0,11,4,0,1,342,11.0,0.3625,0.0,0.0,0.0,3.0,0.0,3.0,3.0,3.0,3.0,2.0,9.0,11.0,0.5967741935483871,0.3970588235294117,0.9938330170777988
채은성,79192,2018-06-04,16,62,7,22,3,0,4,37,17,0,1,5,0,0,14,1,0,1,268,4.0,0.3548387096774194,0.0,3.0,1.0,0.0,0.0,5.0,3.0,2.0,3.0,0.0,8.0,9.0,0.5555555555555556,0.4246575342465753,0.9802130898021308
채은성,79192,2018-06-28,16,63,11,22,5,1,2,35,15,0,0,5,4,0,12,1,0,1,247,16.0,0.3492063492063492,0.0,3.0,3.0,3.0,2.0,0.0,3.0,0.0,0.0,5.0,8.0,8.0,0.640625,0.4057971014492754,1.0464221014492754
채은성,79192,2018-07-22,17,64,8,23,3,0,5,41,16,0,0,5,0,0,16,1,0,0,262,10.0,0.359375,0.0,1.0,1.0,1.0,4.0,0.0,0.0,2.0,5.0,2.0,8.0,10.0,0.43478260869565216,0.2916666666666667,0.7264492753623188
채은성,79192,2018-09-08,20,82,10,23,6,0,2,35,17,1,0,4,2,1,15,0,0,0,330,7.0,0.2804878048780488,0.0,2.0,2.0,2.0,4.0,4.0,0.0,2.0,2.0,2.0,12.0,8.0,1.0,0.5384615384615384,1.5384615384615383
채은성,79192,2019-03-23,19,71,6,24,4,0,1,31,9,0,1,4,1,0,13,1,0,1,297,7.0,0.3380281690140845,0.0,2.0,2.0,0.0,3.0,3.0,0.0,3.0,2.0,3.0,8.0,11.0,0.36764705882352944,0.28169014084507044,0.6493371996685999
채은성,79192,2019-04-16,16,68,4,19,3,0,1,25,9,0,0,1,0,0,8,1,0,2,249,3.0,0.2794117647058824,0.0,2.0,3.0,6.0,3.0,0.0,1.0,0.0,2.0,0.0,8.0,9.0,0.3582089552238806,0.3648648648648649,0.7230738200887454
채은성,79192,2019-05-10,18,67,7,20,4,0,0,24,5,0,0,6,1,0,14,0,0,0,280,8.0,0.29850746268656714,0.0,0.0,0.0,3.0,0.0,3.0,5.0,6.0,0.0,3.0,11.0,9.0,0.4024390243902439,0.3707865168539326,0.7732255412441765
채은성,79192,2019-06-03,20,82,9,26,1,0,2,33,6,1,0,5,2,1,7,2,0,0,321,10.0,0.3170731707317073,0.0,3.0,3.0,0.0,3.0,3.0,0.0,3.0,3.0,2.0,11.0,9.0,0.4482758620689655,0.26666666666666666,0.7149425287356321
채은성,79192,2019-07-21,11,44,10,16,1,0,2,23,18,0,0,2,1,0,6,1,0,1,147,3.0,0.3636363636363637,0.0,2.0,2.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,6.0,5.0,0.5263157894736842,0.4117647058823529,0.9380804953560372
채은성,79192,2019-08-14,17,57,15,19,2,0,3,30,10,0,0,4,5,0,7,3,0,2,247,9.0,0.3333333333333333,0.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,9.0,8.0,0.4807692307692308,0.3508771929824561,0.831646423751687
채은성,79192,2019-09-07,14,52,4,16,3,0,2,25,9,1,1,2,2,0,9,0,0,1,200,6.0,0.3076923076923077,0.0,0.0,0.0,2.0,3.0,3.0,2.0,1.0,2.0,0.0,6.0,9.0,0.5,0.42857142857142855,0.9285714285714286
채은성,79192,2020-05-05,19,80,16,24,2,1,3,37,17,0,0,4,2,0,14,4,0,0,298,12.0,0.3,0.0,0.0,3.0,3.0,3.0,3.0,2.0,0.0,3.0,3.0,12.0,8.0,0.4459459459459459,0.3614457831325301,0.807391729078476
채은성,79192,2020-05-29,19,74,13,23,4,0,2,33,12,0,2,7,0,1,11,1,0,2,322,11.0,0.3108108108108108,0.0,3.0,3.0,2.0,3.0,3.0,0.0,3.0,3.0,3.0,12.0,8.0,0.13953488372093026,0.20408163265306126,0.3436165163739915
채은성,79192,2020-06-22,11,43,2,4,2,0,0,6,0,0,0,5,1,0,11,1,0,0,204,3.0,0.09302325581395347,0.0,0.0,3.0,0.0,3.0,0.0,2.0,2.0,3.0,0.0,5.0,8.0,0.6521739130434783,0.4693877551020408,1.1215616681455192
채은성,79192,2020-07-16,10,46,10,21,0,0,3,30,22,0,1,1,1,0,7,1,0,1,168,5.0,0.4565217391304348,0.0,3.0,3.0,2.0,0.0,2.0,0.0,0.0,0.0,3.0,2.0,8.0,0.3898305084745763,0.3382352941176471,0.7280658025922233
채은성,79192,2020-08-09,15,59,4,15,5,0,1,23,14,0,0,6,2,0,15,1,0,1,264,6.0,0.2542372881355932,0.0,5.0,0.0,3.0,0.0,2.0,3.0,0.0,2.0,0.0,7.0,8.0,0.5652173913043478,0.38461538461538464,0.9498327759197324
채은성,79192,2020-09-26,19,73,11,24,4,1,4,42,12,0,0,3,1,0,7,3,0,1,291,12.0,0.3287671232876712,0.0,3.0,0.0,0.0,0.0,0.0,4.0,5.0,3.0,0.0,12.0,8.0,0.5151515151515151,0.375,0.8901515151515151
채은성,79192,2021-04-18,9,35,5,10,0,0,3,19,12,0,0,2,2,0,6,1,0,0,130,8.0,0.2857142857142857,0.0,2.0,1.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,5.0,4.0,0.5373134328358209,0.3835616438356164,0.9208750766714372
채은성,79192,2021-05-12,17,67,15,22,8,0,2,36,12,2,1,6,0,0,18,3,0,0,293,9.0,0.3283582089552239,0.0,3.0,5.0,3.0,0.0,0.0,3.0,0.0,3.0,3.0,11.0,6.0,0.6323529411764706,0.42857142857142855,1.0609243697478992
채은성,79192,2021-06-05,19,68,15,23,2,0,6,43,25,1,0,9,4,0,11,0,0,3,322,11.0,0.3382352941176471,0.0,5.0,2.0,2.0,3.0,0.0,3.0,0.0,3.0,3.0,9.0,10.0,0.4375,0.4,0.8375
채태인,77463,2018-03-24,12,44,7,13,3,0,3,25,11,0,0,10,3,0,17,1,0,0,227,2.0,0.2954545454545455,3.0,1.0,1.0,3.0,3.0,2.0,3.0,0.0,0.0,2.0,9.0,8.0,0.35714285714285715,0.3636363636363637,0.7207792207792207
채태인,77463,2018-04-17,8,42,6,14,1,0,0,15,4,0,0,2,0,0,15,3,0,0,184,0.0,0.3333333333333333,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,5.0,12.0,8.0,0.5333333333333333,0.359375,0.8927083333333333
채태인,77463,2018-05-11,15,60,6,19,4,0,3,32,11,0,0,4,0,0,18,1,0,0,235,10.0,0.31666666666666665,3.0,0.0,2.0,3.0,3.0,2.0,2.0,0.0,2.0,0.0,10.0,7.0,0.375,0.3090909090909091,0.6840909090909091
채태인,77463,2018-06-04,10,48,6,12,0,0,2,18,10,0,0,5,0,1,14,1,0,2,235,4.0,0.25,3.0,2.0,0.0,2.0,0.0,0.0,3.0,0.0,3.0,3.0,7.0,12.0,0.4047619047619048,0.25,0.6547619047619048
채태인,77463,2018-06-28,10,42,5,10,1,0,2,17,12,0,0,1,0,0,14,1,0,1,169,3.0,0.2380952380952381,0.0,0.0,2.0,1.0,5.0,2.0,0.0,0.0,3.0,1.0,6.0,8.0,0.5535714285714286,0.390625,0.9441964285714286
채태인,77463,2018-07-22,14,56,8,18,4,0,3,31,12,0,0,6,1,1,13,0,1,1,237,7.0,0.32142857142857145,2.0,4.0,4.0,3.0,2.0,1.0,3.0,0.0,2.0,1.0,9.0,9.0,0.2,0.2,0.4
채태인,77463,2018-09-08,12,53,5,18,5,0,1,26,12,0,0,3,0,0,8,2,0,0,200,7.0,0.33962264150943394,2.0,1.0,0.0,4.0,2.0,0.0,2.0,0.0,2.0,0.0,7.0,8.0,0.3076923076923077,0.3,0.6076923076923078
채태인,77463,2019-03-23,14,46,1,8,3,0,1,14,8,0,0,6,2,0,13,3,0,0,217,5.0,0.17391304347826084,3.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,3.0,3.0,9.0,8.0,0.2307692307692308,0.15384615384615385,0.38461538461538464
채태인,77463,2019-07-21,9,33,3,11,5,0,0,16,6,0,0,3,0,0,7,0,0,0,130,4.0,0.3333333333333333,0.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,5.0,0.0,4.0,7.0,0.5,0.3142857142857143,0.8142857142857143
채태인,77463,2020-06-22,10,40,3,15,0,0,2,21,10,0,0,3,0,1,7,1,0,0,138,1.0,0.375,0.0,0.0,0.0,0.0,3.0,3.0,2.0,3.0,3.0,0.0,3.0,11.0,0.4878048780487805,0.42857142857142855,0.9163763066202092
채태인,77463,2020-07-16,13,41,3,13,1,0,2,20,5,0,0,8,0,0,9,0,0,0,185,6.0,0.3170731707317073,3.0,0.0,0.0,3.0,1.0,2.0,0.0,3.0,2.0,0.0,11.0,5.0,0.4411764705882353,0.36585365853658536,0.8070301291248206
채태인,77463,2020-08-09,9,34,2,8,1,0,2,15,5,0,0,7,0,1,7,1,0,0,166,6.0,0.2352941176470588,1.0,5.0,3.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,6.0,9.0,0.2916666666666667,0.3448275862068966,0.6364942528735633
천성호,50054,2020-06-03,11,35,5,9,3,0,0,12,0,0,0,5,0,0,8,0,0,0,152,3.0,0.2571428571428571,0.0,2.0,0.0,0.0,2.0,1.0,3.0,4.0,3.0,3.0,9.0,9.0,0.25,0.3076923076923077,0.5576923076923077
초이스,67394,2018-03-24,20,75,9,17,3,0,4,32,10,0,0,9,2,0,19,0,0,1,345,5.0,0.22666666666666666,3.0,3.0,6.0,0.0,3.0,2.0,0.0,3.0,3.0,0.0,11.0,9.0,0.4901960784313725,0.3965517241379311,0.8867478025693036
초이스,67394,2018-04-17,13,51,6,16,3,0,2,25,12,1,0,5,2,1,16,1,0,0,230,3.0,0.3137254901960784,3.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,3.0,9.0,6.0,0.4880952380952381,0.33707865168539325,0.8251738897806313
초이스,67394,2018-05-11,20,84,11,25,4,0,4,41,9,1,0,3,2,0,14,1,0,0,334,9.0,0.2976190476190476,3.0,6.0,3.0,0.0,2.0,0.0,0.0,3.0,3.0,3.0,9.0,11.0,0.36666666666666653,0.3424657534246575,0.7091324200913242
초이스,67394,2018-06-04,15,60,13,13,3,0,2,22,13,0,0,9,3,0,11,1,0,1,294,4.0,0.21666666666666667,0.0,3.0,0.0,0.0,6.0,2.0,0.0,2.0,3.0,0.0,11.0,7.0,0.5081967213114754,0.30985915492957744,0.8180558762410528
초이스,67394,2018-06-28,16,61,13,15,4,0,4,31,15,0,1,6,1,0,12,1,0,3,301,6.0,0.2459016393442623,3.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,2.0,3.0,9.0,7.0,0.5,0.2631578947368421,0.763157894736842
최승준,76158,2018-03-25,11,39,5,10,1,0,4,23,10,0,0,5,1,0,12,1,0,0,184,2.0,0.2564102564102564,3.0,2.0,1.0,0.0,0.0,2.0,3.0,1.0,2.0,0.0,9.0,5.0,0.2903225806451613,0.25,0.5403225806451613
최영진,61197,2018-07-25,9,36,3,11,2,0,1,16,7,2,2,2,0,0,10,0,0,1,140,8.0,0.3055555555555556,1.0,3.0,0.0,2.0,0.0,1.0,4.0,2.0,0.0,1.0,10.0,4.0,0.3,0.2857142857142857,0.5857142857142856
최영진,61197,2019-04-16,11,47,4,14,6,1,0,22,1,1,0,0,0,0,11,1,2,0,157,6.0,0.2978723404255319,2.0,3.0,3.0,6.0,0.0,1.0,1.0,0.0,0.0,2.0,8.0,7.0,0.359375,0.3283582089552239,0.6877332089552239
최영진,61197,2019-05-10,17,64,7,19,1,0,1,23,9,1,0,2,1,0,11,0,2,0,256,4.0,0.296875,0.0,0.0,0.0,3.0,6.0,3.0,0.0,4.0,0.0,0.0,8.0,10.0,0.3968253968253968,0.29411764705882354,0.6909430438842203
최영진,61197,2019-06-03,18,63,8,15,4,0,2,25,6,1,1,5,0,1,10,1,1,0,285,5.0,0.2380952380952381,3.0,3.0,6.0,0.0,1.0,3.0,3.0,0.0,0.0,3.0,10.0,9.0,0.047619047619047616,0.13043478260869565,0.17805383022774324
최영진,61197,2020-06-22,7,35,7,9,1,0,0,10,2,0,0,4,0,0,8,0,0,1,135,3.0,0.2571428571428571,3.0,1.0,0.0,3.0,0.0,3.0,0.0,2.0,0.0,3.0,10.0,7.0,0.25,0.35714285714285715,0.6071428571428572
최용제,64213,2020-08-06,7,34,4,8,0,0,0,8,5,0,0,0,0,0,7,2,0,0,99,1.0,0.2352941176470588,0.0,1.0,3.0,0.0,0.0,0.0,2.0,4.0,1.0,2.0,6.0,7.0,0.42857142857142855,0.5555555555555556,0.9841269841269842
최원준,66606,2018-03-24,8,31,4,9,3,0,1,15,3,0,1,2,0,0,4,0,2,0,139,2.0,0.2903225806451613,0.0,0.0,2.0,3.0,0.0,3.0,0.0,1.0,3.0,2.0,9.0,5.0,0.20833333333333331,0.2,0.4083333333333333
최원준,66606,2018-06-04,12,49,4,11,1,0,1,15,7,2,1,4,1,0,10,2,1,0,212,5.0,0.22448979591836732,3.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,0.0,4.0,5.0,10.0,0.42857142857142855,0.3461538461538461,0.7747252747252746
최원준,66606,2018-06-28,11,49,8,15,4,1,0,21,4,2,0,3,0,0,12,1,1,0,188,7.0,0.30612244897959184,3.0,0.0,2.0,0.0,2.0,3.0,3.0,0.0,3.0,0.0,11.0,5.0,0.4696969696969697,0.3623188405797101,0.8320158102766799
최원준,66606,2018-09-08,13,47,13,16,1,0,0,17,6,3,0,6,1,0,7,1,0,1,229,0.0,0.3404255319148936,1.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,3.0,2.0,7.0,10.0,0.2222222222222222,0.2413793103448276,0.4636015325670498
최원준,66606,2019-03-23,18,69,10,15,3,3,1,27,7,2,2,8,1,0,16,2,1,1,312,6.0,0.21739130434782608,2.0,0.0,0.0,2.0,0.0,3.0,2.0,0.0,3.0,3.0,9.0,9.0,0.1935483870967742,0.1875,0.3810483870967742
최원준,66606,2019-04-16,6,31,1,5,1,0,0,6,3,0,0,1,0,0,8,0,0,0,103,4.0,0.16129032258064516,0.0,0.0,0.0,0.0,3.0,0.0,2.0,3.0,0.0,0.0,3.0,5.0,0.4117647058823529,0.3888888888888889,0.8006535947712419
최원준,66606,2019-05-10,7,34,8,12,2,0,0,14,3,3,0,2,0,0,10,1,0,0,144,2.0,0.35294117647058826,0.0,0.0,3.0,2.0,0.0,4.0,0.0,3.0,0.0,0.0,8.0,4.0,0.2727272727272727,0.28,0.5527272727272727
최원준,66606,2019-08-14,7,36,4,6,3,0,0,9,2,1,0,3,1,0,4,1,0,0,148,2.0,0.16666666666666666,2.0,0.0,1.0,2.0,0.0,1.0,2.0,2.0,1.0,1.0,4.0,9.0,0.12,0.12,0.24
최원준,66606,2020-05-05,20,68,3,14,2,0,0,16,5,2,0,7,1,0,10,0,3,2,283,6.0,0.2058823529411765,0.0,0.0,0.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,9.0,12.0,0.5,0.38461538461538464,0.8846153846153846
최원준,66606,2020-08-09,17,67,14,20,3,0,0,23,1,4,0,4,1,0,6,0,2,0,257,7.0,0.29850746268656714,5.0,0.0,2.0,2.0,2.0,0.0,3.0,0.0,1.0,5.0,9.0,11.0,0.5131578947368421,0.4827586206896552,0.9959165154264972
최원준,66606,2020-09-02,18,76,22,31,6,1,0,39,7,2,1,8,3,0,9,0,0,0,342,7.0,0.4078947368421053,1.0,0.0,0.0,2.0,1.0,4.0,2.0,3.0,2.0,2.0,8.0,11.0,0.4886363636363637,0.4123711340206185,0.9010074976569822
최원준,66606,2020-09-26,21,88,19,31,2,5,0,43,8,2,2,8,1,0,4,1,4,0,401,7.0,0.3522727272727273,3.0,0.0,0.0,3.0,3.0,4.0,3.0,2.0,0.0,3.0,9.0,12.0,0.4736842105263158,0.4090909090909091,0.8827751196172249
최원준,66606,2021-04-18,19,77,15,26,0,2,0,30,4,4,2,7,2,0,10,0,2,1,328,4.0,0.3376623376623377,4.0,0.0,0.0,0.0,3.0,3.0,0.0,2.0,3.0,1.0,10.0,9.0,0.4794520547945205,0.4457831325301205,0.9252351873246408
최원준,66606,2021-05-12,17,73,10,27,3,1,1,35,7,7,4,9,1,0,6,1,0,0,310,5.0,0.3698630136986301,3.0,0.0,3.0,2.0,0.0,2.0,2.0,0.0,3.0,2.0,10.0,7.0,0.3611111111111111,0.35714285714285715,0.7182539682539683
최원준,66606,2021-06-05,19,72,8,18,6,1,0,26,5,4,1,10,2,0,7,0,0,0,338,6.0,0.25,5.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,3.0,3.0,5.0,14.0,0.2857142857142857,0.20689655172413796,0.4926108374384236
최인호,50707,2020-06-09,9,33,1,8,0,0,0,8,4,0,0,1,0,0,11,1,0,1,142,0.0,0.24242424242424246,0.0,2.0,5.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,3.0,7.0,0.2,0.2,0.4
최인호,50707,2020-09-13,12,42,3,11,0,0,0,11,2,0,0,1,0,0,13,2,0,1,178,1.0,0.2619047619047619,2.0,2.0,2.0,1.0,2.0,0.0,2.0,3.0,0.0,0.0,7.0,6.0,0.2352941176470588,0.2777777777777778,0.5130718954248366
최재훈,78288,2018-03-24,15,43,7,9,2,0,0,11,3,1,0,5,2,0,8,2,0,1,208,4.0,0.20930232558139536,0.0,2.0,0.0,2.0,0.0,0.0,3.0,2.0,3.0,3.0,10.0,6.0,0.25,0.2368421052631579,0.4868421052631578
최재훈,78288,2018-04-17,10,36,1,7,2,0,0,9,6,0,0,1,1,0,10,0,2,0,143,2.0,0.19444444444444445,3.0,2.0,2.0,3.0,2.0,0.0,0.0,3.0,2.0,0.0,3.0,12.0,0.2325581395348837,0.23404255319148934,0.466600692726373
최재훈,78288,2018-05-11,13,43,4,8,2,0,0,10,3,0,0,1,2,0,11,2,0,1,169,3.0,0.18604651162790695,3.0,0.0,3.0,0.0,3.0,0.0,3.0,3.0,0.0,1.0,9.0,7.0,0.21212121212121213,0.3076923076923077,0.5198135198135199
최재훈,78288,2018-06-04,13,33,2,6,1,0,0,7,2,0,0,4,2,0,9,0,1,0,180,0.0,0.18181818181818185,5.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,2.0,3.0,10.0,9.0,0.5384615384615384,0.4634146341463415,1.00187617260788
최재훈,78288,2018-06-28,10,39,6,17,4,0,0,21,1,3,0,1,1,0,4,1,1,0,155,8.0,0.4358974358974359,0.0,3.0,3.0,3.0,0.0,0.0,0.0,1.0,3.0,2.0,5.0,10.0,0.5675675675675675,0.4418604651162791,1.0094280326838465
최재훈,78288,2018-07-22,12,37,7,13,5,0,1,21,4,1,0,2,4,0,10,1,1,0,184,3.0,0.35135135135135137,0.0,3.0,5.0,1.0,5.0,0.0,2.0,1.0,1.0,0.0,11.0,7.0,0.3076923076923077,0.35714285714285715,0.6648351648351649
최재훈,78288,2018-09-08,14,41,6,12,1,0,0,13,4,2,0,5,2,0,8,1,1,0,203,2.0,0.2926829268292683,3.0,4.0,2.0,0.0,2.0,0.0,1.0,0.0,4.0,4.0,10.0,8.0,0.2222222222222222,0.21428571428571427,0.4365079365079365
최재훈,78288,2019-03-23,15,47,11,18,4,0,2,28,8,0,1,10,2,0,8,0,0,0,244,6.0,0.3829787234042553,3.0,3.0,3.0,2.0,2.0,0.0,3.0,2.0,0.0,2.0,8.0,9.0,0.11627906976744184,0.25925925925925924,0.3755383290267011
최재훈,78288,2019-04-16,16,43,7,4,1,0,0,5,5,1,1,9,1,0,10,1,0,1,217,3.0,0.09302325581395347,0.0,0.0,3.0,0.0,3.0,0.0,2.0,1.0,3.0,2.0,10.0,7.0,0.3965517241379311,0.4558823529411765,0.8524340770791075
최재훈,78288,2019-05-10,19,58,6,21,2,0,0,23,0,0,2,8,2,0,9,2,1,0,269,8.0,0.3620689655172414,3.0,6.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,3.0,9.0,12.0,0.4615384615384616,0.5106382978723404,0.972176759410802
최재훈,78288,2019-06-03,13,39,7,16,2,0,0,18,5,0,2,8,0,0,3,0,0,0,197,5.0,0.41025641025641024,3.0,0.0,0.0,2.0,2.0,0.0,1.0,6.0,2.0,0.0,10.0,6.0,0.3125,0.2549019607843137,0.5674019607843137
최재훈,78288,2019-06-27,16,48,3,11,4,0,0,15,4,1,0,2,0,0,12,1,2,1,231,6.0,0.22916666666666666,3.0,3.0,5.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,9.0,7.0,0.3076923076923077,0.40425531914893614,0.7119476268412439
최재훈,78288,2019-07-21,14,39,7,11,1,0,0,12,1,0,1,4,4,0,4,1,0,0,199,0.0,0.28205128205128205,0.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,3.0,2.0,3.0,11.0,0.4693877551020408,0.459016393442623,0.9284041485446638
최재훈,78288,2019-08-14,17,49,5,17,3,0,1,23,6,1,3,10,1,0,7,2,0,1,256,5.0,0.3469387755102041,1.0,2.0,2.0,4.0,1.0,0.0,3.0,2.0,1.0,2.0,9.0,9.0,0.22,0.31666666666666665,0.5366666666666666
